Duration (in seconds),What is your age (# years)?,What is your gender? - Selected Choice,In which country do you currently reside?,"Are you currently a student? (high school, university, or graduate)","What products or platforms did you find to be most helpful when you first started studying data science?  (Select all that apply) - Selected Choice - Online courses (Coursera, EdX, etc)","What products or platforms did you find to be most helpful when you first started studying data science?  (Select all that apply) - Selected Choice - Video platforms (YouTube, Twitch, etc)","What products or platforms did you find to be most helpful when you first started studying data science?  (Select all that apply) - Selected Choice - Kaggle (notebooks, competitions, etc)",What is the highest level of formal education that you have attained or plan to attain within the next 2 years?,"Have you ever published any academic research (papers, preprints, conference proceedings, etc)?",For how many years have you been writing code and/or programming?,What programming languages do you use on a regular basis? (Select all that apply) - Selected Choice - Python,Which of the following integrated development environments (IDE's) do you use on a regular basis?  (Select all that apply) - Selected Choice -  Jupyter Notebook,Do you use any of the following data visualization libraries on a regular basis?  (Select all that apply) - Selected Choice -  Matplotlib ,For how many years have you used machine learning methods?
216,0,0,20,1,1,1,0,0,1,0,0,0,0,8
329,2,0,33,0,0,1,1,3,0,0,0,0,0,8
363,1,0,57,1,0,1,1,0,1,0,0,1,0,0
1338,3,0,20,1,0,0,0,3,2,5,0,0,1,9
1605,1,4,34,1,1,1,1,0,1,3,0,1,1,5
141,2,4,51,1,1,0,1,7,1,7,1,1,1,9
312,5,0,10,0,0,0,1,3,0,0,0,0,0,0
352,0,0,41,1,0,0,0,6,1,5,0,1,0,8
605,2,0,20,0,1,0,1,2,1,6,1,1,1,9
372,5,0,35,0,0,0,1,3,0,1,1,1,1,7
600,5,0,20,0,0,0,0,3,0,1,0,0,0,6
167,0,4,20,1,0,0,1,3,0,6,1,1,1,9
551,4,0,34,1,1,1,1,3,0,3,0,0,0,8
181,2,0,20,1,1,1,1,3,0,0,1,1,1,7
12683,5,0,20,1,0,1,1,1,2,3,0,0,0,0
279,2,0,20,0,1,1,1,3,0,5,0,1,0,8
673,2,4,22,1,0,0,0,3,0,0,0,1,0,8
248,3,0,51,0,0,0,1,2,1,6,1,1,1,9
791,2,0,20,0,0,1,0,0,1,4,0,0,0,0
3864,3,4,45,0,1,0,1,3,0,0,0,1,0,0
292,1,0,20,0,0,1,0,0,1,5,0,0,1,8
937,1,0,20,0,0,0,1,0,1,3,0,0,0,4
207,1,0,56,1,1,1,0,3,0,0,1,1,1,2
170,5,4,29,1,1,0,0,0,1,5,1,1,1,0
241,2,0,3,1,0,0,1,6,1,5,0,1,0,8
392,4,4,20,0,0,1,0,3,0,3,0,0,1,7
758,8,0,34,0,1,0,1,5,2,2,0,1,1,1
326,0,0,20,1,1,0,0,0,1,0,0,1,0,0
179,2,0,20,0,0,1,1,0,1,6,1,1,1,9
43895,6,4,55,0,0,0,1,1,2,1,0,0,0,1
180,0,0,20,1,1,1,1,3,0,0,0,0,0,0
541,0,0,20,1,1,0,1,5,0,0,0,1,1,7
269,1,0,44,1,1,1,1,0,1,0,0,0,1,8
513,1,0,20,1,1,0,1,3,0,0,0,0,0,8
725,4,0,48,0,0,1,0,3,0,3,0,0,0,8
182,0,0,56,1,0,1,0,0,1,5,0,0,0,8
226,3,0,10,1,1,0,1,0,1,1,0,0,0,8
358,2,0,20,1,0,0,0,0,1,5,0,0,0,8
163,0,0,12,1,1,0,0,6,1,0,1,1,1,7
340,0,0,35,1,0,0,0,0,1,0,0,0,0,8
142,1,0,13,1,0,1,0,2,1,5,0,0,1,7
474,2,0,55,0,0,1,1,3,2,4,0,0,0,4
337,5,0,33,1,1,0,0,0,1,5,0,1,1,8
1129,4,4,20,0,1,0,0,2,1,1,1,1,1,4
910,7,4,5,0,0,1,0,5,2,1,0,0,0,2
468,6,0,34,1,0,1,1,3,0,0,0,1,1,8
367,0,4,20,1,1,0,1,0,1,5,0,1,0,8
2445778,3,0,26,0,1,0,0,0,1,0,0,0,0,0
408,8,0,55,1,0,1,0,3,0,2,0,0,0,0
259,3,4,20,0,0,0,0,0,1,3,0,1,0,8
230,6,0,13,1,0,1,1,2,1,4,0,1,1,4
338,0,4,20,1,1,1,0,0,1,0,0,0,1,8
413,6,0,20,0,1,0,1,3,0,6,1,1,1,9
251,0,4,20,1,0,0,1,0,1,5,0,1,1,7
460,4,0,35,1,0,1,1,3,0,6,1,1,1,9
4028,3,4,20,0,0,1,0,3,0,5,0,1,0,8
198,1,0,50,1,1,1,0,3,0,0,0,0,0,2
207,0,0,20,0,0,1,0,3,0,5,0,0,0,8
850,4,0,55,1,1,0,0,1,2,0,0,0,0,2
553,2,0,21,0,0,1,0,0,1,5,0,0,0,8
299,0,0,22,1,0,1,0,3,0,0,0,0,0,8
713,6,0,20,0,0,0,1,2,1,5,0,0,0,8
302,2,0,39,1,1,1,0,1,2,4,0,1,0,4
305,0,0,41,1,0,0,0,0,1,0,0,0,0,8
520,8,0,15,0,0,1,1,1,2,2,0,0,0,1
385,2,0,20,0,1,1,1,2,1,5,1,1,1,7
350,4,0,34,0,1,0,1,0,1,2,0,0,1,2
1914,3,0,20,0,1,1,0,1,0,0,0,0,0,0
646,2,0,26,0,1,1,1,3,2,3,0,0,1,8
496,3,0,20,0,1,1,0,4,1,0,0,0,0,8
455,4,4,55,0,0,1,1,3,2,4,0,0,0,4
1456,5,0,44,0,0,0,1,0,1,3,1,1,1,0
168,1,0,9,1,1,0,0,3,0,3,0,1,0,2
249,0,0,20,1,1,1,0,0,1,0,0,0,0,8
485,3,0,6,1,0,0,1,1,0,0,0,0,0,8
226,1,0,20,1,0,1,0,3,0,5,0,0,0,7
139,0,0,55,1,1,0,0,0,1,3,0,0,0,8
917,4,0,35,0,1,0,0,3,0,0,0,0,0,7
6110,3,4,55,0,1,1,1,2,1,4,0,0,0,5
986,7,4,34,0,0,0,0,3,0,3,0,0,0,5
145,2,0,20,1,1,0,1,0,1,6,1,1,1,9
426,3,0,54,1,0,1,0,3,2,5,0,0,0,8
382,3,0,41,1,0,1,0,3,0,0,0,0,0,0
260,0,0,53,1,0,1,0,6,1,0,0,0,0,8
207,3,0,20,0,1,1,1,3,0,6,1,1,1,9
152,2,0,35,1,1,0,1,7,1,7,1,1,1,9
580,0,0,20,1,1,1,1,3,2,0,0,0,0,8
435,7,0,20,0,1,0,1,3,2,1,0,0,0,6
197,0,0,20,1,0,1,0,0,1,0,0,0,1,9
436,1,0,50,1,1,1,0,3,0,3,0,0,0,2
135,0,4,20,1,1,0,1,5,0,0,0,0,0,9
2248,8,0,5,0,0,0,1,0,1,5,0,0,1,8
786,1,0,29,0,0,1,1,0,1,3,0,0,0,7
3438,2,0,34,1,0,1,0,3,0,4,0,0,1,4
649,3,0,20,0,1,1,0,3,0,5,0,0,0,7
242,0,4,20,1,0,0,1,3,0,5,0,1,0,8
300,5,0,50,1,1,0,0,0,1,3,0,1,0,8
1899,6,0,34,0,1,1,0,3,0,4,0,0,0,8
672,1,0,20,1,1,0,1,2,1,3,0,1,1,8
5132,4,0,20,1,1,1,0,1,2,3,0,1,0,0
316,6,0,17,0,0,0,1,0,1,6,1,1,1,9
361,1,0,55,0,1,1,0,0,1,3,0,0,0,0
280,1,0,7,0,1,1,0,0,1,0,0,0,0,0
321,1,0,20,0,0,1,1,0,1,1,0,1,0,4
496,3,0,20,0,1,0,0,3,0,5,0,0,0,8
3020,1,0,20,1,1,0,1,7,1,7,1,1,1,9
244,1,0,20,1,0,1,0,3,2,5,0,1,1,7
233,0,0,20,1,0,1,0,3,0,0,0,0,0,8
223,4,0,2,0,1,1,1,0,1,0,1,1,1,7
562,7,0,36,0,0,1,0,3,2,3,0,0,0,2
675,4,0,36,1,1,1,0,3,2,3,0,0,0,0
630,5,0,3,1,1,0,1,3,0,5,0,0,0,8
530,5,4,5,1,1,0,0,3,0,1,1,0,0,7
524,2,4,20,0,1,1,1,1,2,5,0,0,0,8
226,0,0,20,1,0,1,0,0,1,0,0,1,0,0
172,1,0,5,1,0,1,0,0,1,0,1,1,1,7
269,2,0,34,0,0,0,0,3,2,4,0,0,0,6
320,5,0,33,0,0,1,0,1,0,1,0,0,1,9
346,9,4,46,1,1,0,0,3,0,3,0,1,0,8
907,1,0,13,0,1,1,1,0,1,0,1,0,1,8
896,8,0,55,0,0,0,0,0,1,0,0,0,1,8
224,0,0,5,1,0,1,0,0,1,0,0,0,0,8
205,0,0,56,1,1,0,1,5,2,5,1,1,1,8
720,6,0,8,0,1,1,1,3,0,5,0,0,0,8
221,0,0,29,1,0,1,1,6,1,5,0,1,1,7
244,2,0,16,1,1,1,0,1,2,3,0,1,0,2
536,2,0,5,0,0,1,1,3,2,0,0,1,0,8
384,2,0,20,0,1,0,0,3,2,5,0,1,1,8
969,4,4,34,0,0,0,1,1,2,3,0,0,0,4
744,6,0,34,0,0,0,1,3,2,2,0,0,0,6
410,4,0,55,0,1,1,1,1,2,1,0,0,0,5
461,3,0,34,0,0,1,0,1,2,1,0,0,0,5
2978,5,0,20,0,0,1,0,2,1,3,0,0,0,5
364,2,4,34,1,1,0,1,0,1,0,0,0,0,8
769,5,0,55,0,0,1,0,1,2,1,0,1,1,2
270,1,4,46,1,0,1,0,3,0,3,0,0,0,0
283,4,0,42,0,0,0,1,3,2,6,1,1,1,9
334,2,0,33,1,1,0,0,3,0,6,1,1,1,9
641591,5,0,34,1,1,0,1,7,1,7,1,1,1,9
218,2,0,20,0,1,0,0,0,1,3,0,0,0,8
327,1,0,35,1,0,1,1,3,0,3,0,0,1,0
486,0,0,20,1,1,1,1,0,1,0,0,0,1,0
1487,3,0,34,0,0,1,0,3,0,4,0,0,0,5
926,4,0,20,1,0,0,0,3,0,5,1,0,1,7
588,9,0,44,0,0,0,1,3,2,2,0,0,0,5
302,0,0,20,1,0,1,1,0,1,0,0,0,0,0
213,3,0,54,1,0,0,1,0,1,4,0,0,0,0
304,4,4,55,0,1,0,1,3,0,4,1,1,1,5
348,0,0,52,1,1,0,1,2,1,0,0,1,0,7
256,2,0,9,0,1,0,0,3,2,0,0,1,1,9
2097,0,0,20,1,0,1,0,0,1,5,0,0,0,8
160,1,4,20,1,0,0,0,3,0,5,0,1,1,9
942,2,0,20,0,0,0,0,0,1,5,0,1,1,7
287,6,0,34,1,1,1,0,3,0,0,0,1,0,0
267,0,0,35,1,0,1,0,0,1,5,0,0,0,8
357,0,0,55,1,0,0,1,0,1,0,0,0,0,8
321,4,4,55,0,0,0,1,3,2,3,0,1,1,7
347,10,0,20,1,1,1,1,0,1,3,0,0,1,6
473,2,0,9,0,1,0,0,0,1,3,0,0,0,2
510,3,4,26,0,0,0,1,1,2,3,0,0,0,4
420,5,0,5,0,0,1,0,5,2,1,0,0,0,8
180,1,0,41,1,1,0,1,3,2,5,0,1,1,7
256,0,0,20,1,1,0,0,0,1,5,0,0,0,8
378,8,0,5,1,0,1,0,0,1,6,1,1,1,9
250,1,4,55,0,0,1,0,0,1,5,0,0,0,8
264,0,0,20,0,1,0,1,0,1,6,1,1,1,9
537,8,0,45,0,0,0,1,4,1,3,0,0,0,4
479,0,4,56,1,0,1,0,3,0,0,0,0,0,0
245,1,0,33,1,0,0,0,0,1,0,0,0,0,0
269,3,0,55,0,0,1,0,0,1,4,0,1,1,0
158,6,0,20,0,0,0,1,0,1,5,0,1,1,9
931,1,0,35,1,1,1,1,0,1,3,0,0,0,8
137124,7,4,10,1,1,0,1,7,1,7,1,1,1,9
262,2,4,20,0,0,1,0,3,2,5,1,1,1,8
543,6,0,45,0,0,0,1,6,1,1,0,1,0,5
663,9,0,34,0,0,1,1,5,2,2,0,1,0,4
960,5,0,13,0,0,0,0,3,0,6,1,1,1,9
273,1,0,7,1,0,1,1,0,1,0,0,0,1,8
287,0,0,20,1,0,0,0,0,1,0,0,0,0,8
187,3,4,20,0,1,0,1,2,1,6,1,1,1,9
1063,8,0,43,0,0,0,1,3,0,2,0,0,0,0
429,3,0,41,0,1,1,1,4,1,5,0,1,1,7
12715,2,0,20,0,0,0,1,0,1,0,0,1,0,8
628,9,0,7,0,1,0,0,5,0,0,0,1,1,0
12058,9,0,55,0,1,0,1,1,2,2,1,1,1,9
143,2,0,35,1,0,1,1,3,0,5,0,0,1,3
133,0,4,20,1,0,1,0,7,1,7,1,1,1,9
492,1,4,57,1,0,1,0,3,2,0,0,0,1,0
220,6,4,1,0,1,0,0,3,0,6,1,1,1,9
518,4,0,51,0,1,0,1,2,1,5,0,1,1,7
61786,7,0,55,0,0,0,0,1,2,1,0,0,0,1
562,5,0,5,0,0,0,1,3,2,1,0,0,0,2
531,2,0,36,1,0,1,1,0,1,5,0,0,1,9
302,0,0,20,1,1,0,1,0,1,6,1,1,1,9
559,2,0,13,0,1,0,0,0,1,0,0,0,0,8
17457,0,0,9,1,1,0,0,0,1,5,0,0,0,8
147,0,0,9,1,1,0,0,3,0,0,0,0,0,8
558,8,0,5,1,0,1,0,5,0,2,0,0,1,2
430,6,0,51,0,0,1,1,0,1,0,0,0,0,7
185,1,0,2,1,1,0,1,3,0,6,1,1,1,9
355,3,0,26,1,1,1,1,1,2,5,0,0,0,8
701,6,0,54,0,0,0,0,3,0,3,0,1,0,2
32444,1,0,41,1,0,0,0,3,0,4,0,0,0,4
308,2,4,55,1,0,1,0,3,0,0,0,1,1,7
84884,2,0,22,1,1,1,1,2,1,0,0,1,1,9
325,1,0,20,1,0,1,0,3,0,5,0,0,0,8
223,0,4,20,1,1,1,1,3,0,5,1,1,1,7
276,4,4,34,0,1,0,1,3,0,6,1,1,1,9
329,4,0,1,0,1,1,1,6,1,0,0,0,0,8
316,0,0,22,1,1,0,1,0,1,4,1,1,0,7
292,0,0,34,1,1,0,1,6,1,5,1,1,1,7
2480,7,0,46,0,0,1,0,2,1,1,0,0,1,2
258,1,0,55,0,0,0,1,0,1,5,0,1,1,7
563,2,0,20,0,0,0,0,3,0,0,0,0,0,8
794,6,0,15,0,0,0,0,1,2,2,0,0,0,6
295,1,0,35,1,0,1,1,2,1,0,0,0,0,7
1039,6,0,50,0,1,1,0,4,1,5,0,0,0,8
724,4,4,34,0,0,0,1,3,0,0,0,0,0,2
342,3,0,24,0,0,0,0,0,1,0,0,0,0,7
275,0,0,20,1,1,0,1,0,1,5,0,0,0,7
1008,1,4,46,0,0,1,1,6,1,4,1,1,0,8
437,8,0,1,0,0,1,0,4,1,5,0,0,1,7
3153,7,0,48,0,1,1,0,3,2,4,0,0,0,5
256,0,4,34,1,1,0,1,2,1,5,1,1,1,7
140,0,4,20,1,1,0,0,0,1,5,1,1,1,8
357,1,0,20,1,1,0,1,3,2,0,0,1,0,8
400,0,0,20,0,1,1,1,0,1,5,1,1,1,7
194,4,4,55,0,0,1,1,0,1,6,1,1,1,9
1734,9,0,21,0,1,0,0,3,2,1,0,0,0,6
1032,5,4,20,0,0,0,0,1,2,0,0,0,0,2
236,0,4,20,1,0,1,0,0,1,0,0,0,0,0
772,3,0,33,0,0,0,0,0,1,6,1,1,1,9
259,0,0,20,1,1,1,0,0,1,5,1,0,1,7
125,0,0,20,1,1,1,1,0,1,6,1,1,1,9
273,5,0,55,1,1,1,1,3,0,0,0,0,0,0
1073,0,4,20,1,0,0,0,0,1,5,0,1,1,7
649,1,0,20,0,1,1,0,3,0,0,0,0,0,0
722,0,4,20,1,1,1,0,0,1,5,1,1,1,8
597,0,4,20,0,1,0,0,0,1,4,0,1,0,2
297,2,0,15,1,0,1,1,3,0,3,0,0,0,0
604,2,0,29,0,0,1,0,3,0,3,0,1,0,2
171,6,4,55,0,1,0,1,0,1,2,1,0,1,7
190,1,4,48,1,0,1,1,3,0,5,0,1,0,7
566,1,4,34,1,0,1,1,3,0,5,0,0,1,7
338,3,4,55,0,1,1,1,2,1,5,0,0,0,8
246,1,2,9,1,0,1,1,3,2,0,0,1,0,0
451,1,4,20,0,0,0,0,2,1,3,0,0,1,8
379,1,0,20,0,0,1,0,0,1,0,0,0,0,8
840,1,4,34,0,0,0,1,1,2,4,0,1,1,8
498,3,4,20,1,0,1,0,1,2,5,0,0,1,8
144,2,0,20,0,0,1,0,2,1,6,1,1,1,9
205,1,0,17,1,1,0,1,6,1,6,1,1,1,9
930,3,0,33,0,0,0,1,0,1,6,1,1,1,9
130,1,0,20,1,1,0,1,7,1,7,1,1,1,9
1986,7,0,45,0,0,0,1,2,1,2,0,1,1,5
267,1,1,26,1,1,0,1,1,2,4,0,1,0,6
192,1,4,9,1,0,1,0,3,0,5,1,1,1,5
2994,2,0,50,0,0,1,0,3,0,0,0,0,0,8
966,2,0,13,0,1,0,1,7,1,7,1,1,1,9
226,3,0,13,0,0,0,1,0,1,4,1,1,1,7
225,2,0,30,1,1,0,1,3,2,4,0,0,0,6
456,0,4,20,1,1,0,0,7,1,7,1,1,1,9
1835,9,0,29,0,0,0,1,3,2,6,1,1,1,9
345,1,4,20,1,1,0,1,3,0,5,1,1,1,7
967,7,0,42,0,1,0,0,0,1,5,0,0,0,8
88874,5,0,26,0,0,1,1,2,1,3,0,1,0,7
1061,1,0,20,1,0,0,0,0,1,5,0,0,0,8
934,4,0,1,0,0,0,0,3,0,4,0,0,0,2
487,2,0,26,0,0,1,1,0,1,0,0,0,0,8
433,2,4,20,0,0,0,1,5,0,5,1,1,1,8
599,2,0,20,0,0,1,0,3,0,0,0,0,0,8
153,3,0,20,0,1,1,1,3,2,7,1,1,1,9
695,6,0,20,0,1,0,0,6,1,6,1,1,1,9
219349,3,0,34,0,1,0,1,7,1,7,1,1,1,9
280,1,0,45,1,0,0,0,6,1,3,0,1,0,8
203,1,4,20,1,1,1,0,3,0,6,1,1,1,9
238,1,4,34,1,0,1,1,3,0,4,1,0,1,7
685,5,4,39,0,0,0,0,3,0,6,1,1,1,9
182,0,0,20,1,0,0,0,0,1,0,1,1,1,7
283,0,0,27,1,1,1,0,0,1,5,0,0,0,8
672,5,4,34,0,0,1,1,2,1,0,1,1,1,7
445,1,0,20,1,0,1,0,0,1,5,0,1,0,8
256,3,4,5,1,1,0,1,2,1,3,1,1,1,7
193,3,0,48,0,0,1,1,3,0,4,0,1,0,2
455,6,0,1,0,0,1,0,3,0,0,0,0,0,8
1864,1,0,20,0,1,1,0,0,1,0,0,0,0,8
185,0,4,20,1,1,1,1,3,0,0,0,1,0,7
24399,5,0,53,1,0,1,1,5,0,5,0,1,1,9
335,1,0,3,1,0,1,0,0,1,1,0,0,1,8
414,3,4,54,0,0,1,0,0,1,0,0,0,0,7
153,1,0,33,0,0,0,1,7,1,7,1,1,1,9
183,1,0,20,1,1,0,1,6,1,0,0,1,1,9
460,1,4,20,1,0,1,0,3,0,0,0,0,0,0
175,0,0,20,1,1,0,0,0,1,0,0,1,1,7
324,1,0,20,0,1,1,1,4,1,5,0,0,1,7
222,1,0,9,1,0,1,0,1,2,3,0,0,0,0
412,4,0,20,0,1,1,0,0,1,4,0,0,0,0
192,1,0,20,1,1,1,1,0,1,5,0,0,0,0
639,4,0,33,0,0,0,1,3,2,3,0,0,0,0
1427,1,0,35,1,1,0,0,4,1,6,1,1,1,9
1013,9,0,55,0,0,1,0,3,2,4,0,0,0,6
2802,4,0,22,1,0,0,0,1,2,0,0,0,0,0
465,0,0,20,1,1,1,0,6,1,0,0,0,0,0
259,5,0,55,0,0,1,1,3,0,3,0,1,1,0
429,5,4,20,1,0,1,0,3,0,4,0,0,0,0
603,2,0,20,0,0,1,0,0,1,0,0,0,0,0
819,1,0,6,1,0,1,0,3,0,3,0,0,0,2
846,8,0,45,0,1,1,1,4,1,5,0,0,1,9
326,2,0,34,0,0,1,1,5,0,5,1,1,1,7
615,2,0,55,0,0,0,1,0,1,5,0,1,0,0
273,1,0,16,1,0,1,1,0,1,3,0,1,0,2
451,0,0,20,1,1,0,1,0,1,5,1,1,1,7
332,2,0,20,1,1,1,0,1,2,0,0,1,0,0
177,2,0,20,0,0,0,0,0,1,6,1,1,1,9
601,6,0,34,1,1,1,0,1,2,5,0,0,0,8
526,7,0,25,0,1,1,1,3,0,4,0,1,0,7
824,3,0,20,0,1,0,1,2,1,5,0,0,0,8
232,0,0,20,1,0,0,0,0,1,0,0,1,1,8
1496,2,0,5,0,0,1,0,0,1,4,0,1,0,0
296,1,0,20,1,1,0,1,0,1,5,1,1,1,8
570,1,0,20,0,0,0,0,0,1,3,0,0,0,4
189,0,0,34,1,1,1,0,6,1,5,0,0,0,7
145,1,0,3,1,0,1,1,0,1,0,0,0,1,9
194,5,0,9,0,0,0,1,7,1,7,1,1,1,9
330,4,4,20,0,0,0,1,5,2,4,0,1,1,6
614,7,4,55,0,0,1,1,3,0,3,0,0,1,8
655,6,4,26,0,1,0,0,2,1,3,0,0,0,0
332,2,0,41,0,0,0,1,3,0,3,0,0,1,7
304,3,0,20,0,1,1,0,3,0,4,0,1,0,2
861,9,0,55,0,0,1,0,3,0,1,0,0,0,8
418,4,0,34,1,0,1,1,3,0,5,0,0,1,9
336,0,0,20,1,1,1,1,0,1,5,0,1,0,8
1653,1,0,13,1,0,0,1,0,1,0,0,1,1,9
377,2,0,34,1,0,1,0,6,1,5,0,0,1,7
198,0,4,41,1,1,0,1,6,1,0,0,1,1,7
165,1,4,20,1,1,0,1,3,0,5,1,1,1,7
429,2,0,20,0,1,1,1,3,0,3,1,1,1,8
234,3,0,13,1,1,0,0,0,1,3,0,1,0,7
514,3,0,55,0,0,0,0,3,2,0,0,0,0,2
507,0,4,13,1,0,1,0,0,1,0,0,0,0,8
136,0,2,20,1,1,1,1,7,1,7,1,1,1,9
330,0,0,20,1,1,1,0,0,1,3,1,0,0,0
469,0,0,55,1,1,0,1,0,1,0,0,0,0,7
246,1,0,20,1,0,0,1,3,0,3,1,1,0,8
373,1,4,48,1,0,1,0,3,2,3,0,0,0,0
295,2,0,20,0,1,0,1,7,1,7,1,1,1,9
186,1,0,34,1,0,0,0,0,1,5,0,0,0,8
173,5,0,55,0,0,1,1,0,1,2,0,1,1,1
475,0,0,34,1,1,1,1,4,1,0,0,0,0,0
261,1,0,20,0,0,0,1,6,1,6,1,1,1,9
249,2,0,13,1,0,0,1,0,1,0,0,1,0,8
463,2,0,35,1,1,1,1,4,1,5,1,1,1,9
433,2,0,20,0,0,0,0,3,2,3,0,0,0,8
236,0,0,5,1,1,0,1,1,0,6,1,1,1,9
189,6,0,55,0,0,1,1,0,1,2,0,0,1,7
223,4,4,20,0,1,0,1,2,1,0,1,1,1,7
179,0,4,20,1,0,1,0,0,1,0,0,0,0,0
216,3,4,20,1,1,1,0,3,0,0,1,1,1,7
309,1,0,20,1,0,1,1,3,0,0,0,1,0,0
726,0,0,20,1,1,1,0,0,1,5,1,1,1,7
691,2,0,20,0,1,1,1,0,1,5,0,0,0,0
615,3,4,35,0,1,0,1,4,1,0,1,1,1,7
230,3,0,35,0,0,0,1,3,0,5,0,1,0,7
752,1,0,20,1,0,1,1,3,2,0,0,1,0,0
515,0,4,20,1,1,1,1,0,1,0,0,0,1,8
226,6,0,39,1,0,1,0,0,1,0,0,0,0,2
333,0,4,3,1,0,1,0,3,0,0,0,0,0,0
4159,3,0,7,0,1,1,1,3,0,1,0,1,0,6
682,2,4,20,0,1,0,0,2,1,4,0,0,1,0
396,7,0,26,0,1,0,1,4,1,1,0,0,0,0
1307,2,0,27,0,0,1,0,0,1,0,0,0,1,0
710,4,0,36,0,0,1,0,3,2,4,0,0,0,2
224,0,0,20,1,0,1,0,0,1,5,0,1,0,7
492,6,0,8,1,0,1,0,3,0,3,0,0,0,0
341,1,0,20,0,1,0,1,3,2,5,0,0,0,8
214,0,4,33,1,0,0,1,0,1,6,1,1,1,9
4884,3,0,53,0,1,1,0,3,0,5,0,1,0,8
278,0,4,20,1,1,0,0,0,1,0,0,1,0,8
306,0,0,20,1,1,1,1,0,1,0,1,1,1,8
991,6,4,28,0,1,1,0,0,1,5,0,0,1,8
327,0,4,56,1,0,1,1,3,0,5,1,0,1,7
328,0,0,20,1,0,1,1,0,1,5,0,0,0,7
1709,1,0,29,1,0,1,1,3,0,0,0,1,1,8
278,2,2,9,1,1,1,1,0,1,0,0,0,0,0
174,1,0,20,1,1,0,0,0,1,5,0,0,0,8
345,2,0,51,0,0,1,0,0,1,3,0,0,0,5
591,6,0,26,0,1,1,0,6,1,2,0,0,0,8
329,0,4,55,1,1,0,1,0,1,0,0,1,1,7
518,0,4,27,1,0,1,1,0,1,5,0,0,0,8
192,0,4,55,1,1,0,1,3,0,0,0,0,1,8
357,2,0,33,1,0,1,0,3,2,0,0,1,0,0
294,3,0,55,1,0,1,1,3,0,3,0,1,0,4
660,3,4,20,0,0,1,0,2,1,4,0,0,1,9
410,2,0,20,0,0,0,0,0,1,0,0,0,0,8
480,2,0,33,1,0,1,0,0,1,3,0,0,1,2
1492,2,0,3,0,0,1,1,3,2,4,1,1,1,5
324,2,0,55,1,1,1,1,3,0,3,0,0,0,0
254,0,4,20,1,1,1,0,3,2,0,0,0,0,8
555,3,0,15,0,1,1,1,2,1,1,0,0,0,6
141,5,0,45,0,1,0,1,7,1,7,1,1,1,9
520,2,4,20,0,0,0,0,3,2,3,0,0,0,4
1145,4,2,55,0,1,1,1,5,2,1,0,0,1,0
10560,2,0,5,0,0,1,1,0,1,4,0,0,0,4
653,10,0,55,0,1,0,1,3,0,0,0,1,1,7
222,2,0,7,1,0,1,0,3,0,6,1,1,1,9
1525,7,0,55,0,1,1,0,3,0,2,1,1,1,0
174,1,4,30,1,1,0,1,7,1,7,1,1,1,9
582,2,0,35,1,1,1,1,1,0,5,1,1,1,9
250,4,2,55,0,1,0,1,3,2,0,1,1,1,7
30167,6,0,34,0,0,0,1,2,1,2,0,1,0,0
1223,5,0,26,0,0,0,1,1,0,3,0,0,0,2
185,0,2,20,1,0,1,1,2,1,0,0,0,1,7
503,1,0,20,1,1,0,1,0,1,5,0,1,1,8
416,3,0,26,0,0,0,1,0,1,6,1,1,1,9
118275,2,4,35,1,1,0,1,0,1,3,1,1,1,8
419,5,0,51,0,0,0,1,1,2,0,0,1,0,4
227,1,0,33,1,1,0,1,4,1,6,1,1,1,9
187,2,0,7,0,1,0,0,3,0,1,0,0,0,0
508,2,0,20,0,0,1,1,3,0,4,0,0,0,8
175,6,0,20,0,1,0,1,3,2,6,1,1,1,9
261,0,0,20,1,0,0,0,0,1,0,0,0,0,8
914,0,0,20,1,0,1,0,0,1,0,0,1,1,8
575,5,0,1,0,0,1,0,4,1,0,0,0,0,7
910,2,0,34,1,1,0,1,3,0,0,0,1,0,8
869,6,4,29,0,0,1,1,0,1,5,0,0,1,8
245,0,0,20,1,1,0,1,3,0,0,0,0,0,8
331,6,0,29,0,0,0,0,3,0,6,1,1,1,9
847,4,0,34,0,0,0,1,3,0,0,0,1,0,0
216,6,0,5,1,0,0,0,3,0,5,0,0,0,8
629,3,0,20,0,0,1,1,1,2,4,0,0,0,5
649,8,0,26,0,0,1,1,3,0,2,0,0,0,8
216,0,0,20,1,0,0,0,0,1,0,0,0,0,8
2169,3,0,20,0,0,1,0,0,1,3,0,0,0,0
229,5,4,51,0,1,0,0,1,2,1,0,0,1,9
529,4,4,38,0,0,0,1,3,2,4,0,1,1,5
165,8,0,29,0,1,0,0,7,1,7,1,1,1,9
594,5,0,55,0,1,0,1,3,0,1,0,0,1,1
923,7,0,55,0,0,1,0,3,0,2,1,0,1,0
204,0,0,20,1,0,0,0,0,1,0,1,1,0,0
305,1,0,20,1,1,0,0,3,0,0,0,1,1,7
439,5,0,51,1,0,1,0,3,0,4,0,0,1,0
737,1,0,51,1,0,1,0,3,0,5,0,0,0,8
696,2,4,20,0,0,1,0,0,1,5,0,0,0,8
553,3,0,20,0,0,0,1,3,0,4,0,1,1,8
125,3,0,55,0,0,1,0,3,2,4,0,0,1,9
332,2,0,35,1,1,1,0,3,0,5,0,0,0,7
492,1,0,34,1,0,1,0,0,1,0,0,0,0,7
585,1,0,20,0,0,1,1,3,2,3,1,0,0,8
